analysis_group,run_id,input_generation,dataset,task,model,metric,dimension,segment,expected_label,predicted_label,seed,review_id,text,expected_sentiment,predicted_sentiment,sentiment_confidence,sentiment_correct,expected_topic,predicted_topic,topic_confidence,topic_correct,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,goldtest,template_family,value,support,low,high
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13085,"Under ordinary operating conditions, i did not pay much attention to the picture quality at first, but outside my normal routine it has been a pleasant surprise. I have stopped worrying about this part of the product. I expected some crap here, but it has actually held up.",positive,positive,0.9998570680618286,True,television,refrigerator,0.4263394773006439,False,technical,1,0,0,0,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13086,"after coming back to it after a few days, the wireless connection has stayed dependable. someone else in the house noticed it too. 🙂",positive,negative,0.9963610768318176,False,television,refrigerator,0.9333188533782959,False,informal,0,1,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13087,"After repeated use under comparable conditions, i have been using this TV set after changing a few settings, and the picture quality feels ordinary after more use. for real.",neutral,neutral,0.9864509105682373,True,television,television,0.9996209144592285,True,technical,0,0,0,1,medium,0,1,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13088,"i did not pay much attention to the batery life at first, but after coming back to it after a few days it is neither imrpessive nor bad. the difference became clearer after a few more days. there is no major crap to complain about here.",neutral,neutral,0.9999551773071289,True,smartphone,washing_machine,0.8036521077156067,False,limited,1,0,1,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13089,"I did not pay much attention to the inside lighting at first, but after a few weeks of mixed use it feels ordinary after more use. the difference became clearer after a few more days.",neutral,neutral,0.9969449639320374,True,refrigerator,washing_machine,0.3622645437717438,False,advanced,0,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13090,"Under ordinary operating conditions, my main impression of this wash unit comes from the fill valve: it keeps getting in the way when someone else in the house used it. I am already looking at alternatives.",negative,negative,0.9999878406524658,True,washing_machine,refrigerator,0.9972689747810364,False,technical,0,0,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13091,my main impression of this wash unit comes from the spin program: it has turned into a recurring after using it for work and at home. someone else in the house noticed it too. this is damn annoying.,negative,negative,0.9998480081558228,True,washing_machine,smartphone,0.5051916241645813,False,limited,1,0,1,0,long,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13092,"When someone else in the house used it, the gasket works normally. the behavior persisted across several attempts.",neutral,negative,0.6972034573554993,False,refrigerator,refrigerator,0.7059500217437744,True,standard,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13093,"I have been using this main fridge outside my normal routine, and the gasket has become increasingly unreliable. someone else in the house noticed it too.",negative,negative,0.9998656511306763,True,refrigerator,refrigerator,0.9953706860542297,True,standard,0,0,0,0,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13094,The sports motion is what stood out after taking it on a trip; it keeps acting up. I noticed the change only in the new situation.,negative,negative,0.9012112617492676,True,television,television,0.9996323585510254,True,advanced,0,0,0,0,medium,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13095,"Under a representative operating profile, i did not pay much attention to the USB port at first, but outside my normal routine it has stayed dependable.",positive,negative,0.7228105068206787,False,smartphone,smartphone,0.9993077516555786,True,technical,0,0,0,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13096,The rear camera is what stood out after taking it on a trip; it breaks down when conditions change. I repeated the check before writing this.,negative,negative,0.5079982280731201,True,smartphone,smartphone,0.999573290348053,True,advanced,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13097,"After a few weeks of mixed use, the battery life keeps acting up. I noticed the change only in the new situation.",negative,negative,0.9909742474555969,True,smartphone,smartphone,0.9989491105079651,True,standard,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13098,"Across repeated observations, imo, my main impression of this bedroom TV comes from the picture quality: it has been a disappointment during a heavier-than-usual day. the behavior persisted across several attempts.",negative,negative,0.8148019909858704,True,television,television,0.9996402263641357,True,technical,0,0,0,1,medium,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13099,"Under ordinary operating conditions, the spin program is what stood out after taking it on a trip; it has stayed dependable. I repeated the check before writing this.",positive,negative,0.5596144795417786,False,washing_machine,washing_machine,0.7324833869934082,True,technical,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13100,"when someone else in the house used it, i noticed that the door warning on this cold-storage unit works well even outside my usual routine. i tried the same thing again later and got a similar result.",positive,positive,0.963935136795044,True,refrigerator,refrigerator,0.989660382270813,True,informal,0,0,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13101,The earpiece is what stood out after a few weeks of mixed use; it feels ordinary after more use.,neutral,neutral,0.9287993907928467,True,smartphone,washing_machine,0.5043258666992188,False,advanced,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13102,the usb port is what stood out when someone else in the house used it; it is fine for what it is. someone else in the house noticed it too. i don't feel strongly either way.,neutral,neutral,0.9999382495880127,True,smartphone,smartphone,0.9996433258056641,True,informal,0,0,0,0,long,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13103,"Under ordinary operating conditions, i did not pay much attention to the earpiece at first, but after coming back to it after a few days it remains basically average.",neutral,neutral,0.9787757992744446,True,smartphone,refrigerator,0.7571816444396973,False,technical,0,0,0,0,medium,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13104,"When someone else in the house used it, the streaming menu has not given me trouble. I repeated the check before writing this.",positive,negative,0.9942985773086548,False,television,television,0.9996020197868347,True,advanced,0,0,0,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13105,"lowkey, the shelf layout is what stood out after taking it on a trip; it has not changed my opinion much. a second check gave me the same result. i would neither recommend it nor warn people away.",neutral,neutral,0.999734103679657,True,refrigerator,refrigerator,0.9981005787849426,True,informal,0,0,0,1,long,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13106,"Under a representative operating profile, fr, the rinse program is what stood out after using it for work and at home; it is acceptable but unremarkable.",neutral,neutral,0.961818277835846,True,washing_machine,washing_machine,0.8441281318664551,True,technical,0,0,0,1,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13107,"When someone else in the house used it, the soap tray is acceptable but unremarkable. my opinion is still basically in the middle. kinda wild.",neutral,neutral,0.9995896220207214,True,washing_machine,refrigerator,0.9962217807769775,False,standard,0,0,0,1,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13108,my main impression of this kitchen fridge comes from the compressor fan: it feels dependable in daily use after taking it on a trip. i tried the same thing again later and got a similar result. overall i am happy with it. Honestly 🤔,positive,negative,0.9997358918190002,False,refrigerator,refrigerator,0.9991804957389832,True,informal,0,1,0,0,long,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13109,"Under a representative operating profile, i have been using this wash unit during a heavier-than-usual day, and the cycle controls is fine for what it is. I repeated the check before writing this.",neutral,neutral,0.9989811778068542,True,washing_machine,washing_machine,0.922946572303772,True,technical,0,0,0,0,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13110,"Outside my normal routine, I noticed that the controller on this television set works normally. this was different from my first impression. it is adequate for now.",neutral,neutral,0.7699565291404724,True,television,washing_machine,0.9982964396476746,False,standard,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13111,"i did not pay much attention to the call quailty at first, but after a few weeks of mixed use it holds up better than expected. i tried the same thing again later and got a similar result.",positive,positive,0.9992004036903381,True,smartphone,washing_machine,0.5327664017677307,False,informal,0,0,1,0,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13112,"i did not pay much attention to the soap tray at first, but atfer changing a few settings it is neither impressive nor bad. i repeated the check before writing this.",neutral,neutral,0.9990873336791992,True,washing_machine,refrigerator,0.8043773174285889,False,informal,0,0,1,0,medium,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13113,"my main impression of this laundry unit comes from the spin program: it works well even outside my usual routine after coming back to it after a few days. this was diferent from my first impression. on the other hand, the soap tray remains basically average, which makes the overall picture more mixed. not great tbh.",positive,positive,0.999288022518158,True,washing_machine,washing_machine,0.9996439218521118,True,informal,0,0,1,1,long,1,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13114,"i have been using this pocket device when someone else in the house used it, and the earpiece has not changed my opinion much. the behavior persisted across several attempts. on the other hand, the touch panel breaks down when conditions change, which makes the overall picture more mixed.",neutral,neutral,0.9998356103897095,True,smartphone,smartphone,0.9995924830436707,True,informal,0,0,0,0,long,1,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13115,my main impression of this video panel comes the wireless connection: it keeps acting up after coming back to it after a few days. i tried the same thing again later and got a similar result. the damn thing keeps getting in the way.,negative,negative,0.9999874830245972,True,television,washing_machine,0.981906533241272,False,limited,1,0,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13116,"after taking on a trip, i noticed that the streaming on this video panel continues to work without drama. i noticed the change only in the new situation.",positive,negative,0.49989691376686096,False,television,television,0.9995867609977722,True,limited,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13117,my main impression of this cell phone comes from the network reception: it keeps getting in the way outside my normal routine. i would not rely on it.,negative,negative,0.9999730587005615,True,smartphone,smartphone,0.9996016621589661,True,informal,0,0,0,0,medium,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13118,The drainage motor is what stood out after a few weeks of mixed use; it feels dependable in daiyl use. this was different from my first impression.,positive,negative,0.9523244500160217,False,washing_machine,refrigerator,0.33969825506210327,False,advanced,0,0,1,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13119,"i have been using this living room display after useing it for work at home, and the streaming menu feels dependable in daily use. not great tbh.",positive,neutral,0.932464599609375,False,television,television,0.9996496438980103,True,limited,0,0,1,1,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13120,"i have been using this pocket device during a heavier-than-usual day, and the touch panel is neither impressive nor bad. the difference became clearer after a few more days. my opinion is still basically in the middle.",neutral,neutral,0.99992835521698,True,smartphone,smartphone,0.9995648264884949,True,limited,0,0,0,0,long,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13121,"Across repeated observations, outside my normal routine, the battery life remains basically average. I repeated the check before writing this.",neutral,neutral,0.9991024732589722,True,smartphone,smartphone,0.9989534616470337,True,technical,0,0,0,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13122,"i did not pay much attention to the network reception at first, but after taking it on a trip it has not changed my opinion much. the difference became lcearer after a few more days. my opinion is still basically in the middle. that said, the fingerprint reader has been a disappointment, so the experience is not completely noe-sided.",neutral,neutral,0.999828577041626,True,smartphone,smartphone,0.9996275901794434,True,informal,0,0,1,0,long,1,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13123,after a few weeks of i noticed that the controller on this tv set has become increasingly unreliable. i noticed the change only in the new situation.,negative,negative,0.999596893787384,True,television,television,0.9991346001625061,True,limited,0,0,0,0,medium,0,1,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13124,"During a heavier-than-usual day, I noticed that the streaming menu on this video panel works well even outside my usula routine. the behavior persisted across several attempts. it has earned my confidence. No bullshit, this has been one of the better parts of the product. pretty solid ngl.",positive,positive,0.9998899698257446,True,television,television,0.999632716178894,True,advanced,1,0,1,1,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13125,"tbh, the streaming menu is what stood out outside my normal routine; it fails in routine use. I tried the same thing again later and got a similar result. I owuld hesitate to buy it again.",negative,negative,0.9999817609786987,True,television,television,0.9996501207351685,True,advanced,0,0,1,1,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13126,"From a practical reliability standpoint, my main impression of this television set comes from the interface: it keeps getting in the way outside my normal routine. this was different from my first impression. 🤔",negative,negative,0.9999649524688721,True,television,television,0.9996849298477173,True,technical,0,1,0,0,long,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13127,"lowkey, during a heavier-than-usual day, the sports motion fails in routine use. the behavior persisted across several attempts. I am considering a replacement.",negative,negative,0.9999809265136719,True,television,television,0.9996323585510254,True,advanced,0,0,0,1,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13128,my main impression of this front-loading washer comes from the door latch: it has stayed dependable changing a settings. the difference became clearer after a few more days.,positive,negative,0.9602816700935364,False,washing_machine,washing_machine,0.9995254278182983,True,limited,0,0,0,0,medium,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13129,"after taking it on a trip, the video input works normally. i the change in the new situation.",neutral,negative,0.5887535810470581,False,television,television,0.9968656897544861,True,limited,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13130,"i did not pay much attention to the streaming menu at first, but after changing a few settings it feels ordinary after more use. i tried the same thing again later and got a similar result.",neutral,neutral,0.9998050332069397,True,television,television,0.9996256828308105,True,limited,0,0,0,0,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13131,"After repeated use under comparable conditions, i have been using this refrigeration unit outside my normal routine, and the gasket breaks down when conditions change. I tried the same thing again later and got a similar result. this needs to improve.",negative,negative,0.9673708081245422,True,refrigerator,refrigerator,0.3776615560054779,True,technical,0,0,0,0,long,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13132,"After using it for work and at home, the touch panel is acceptable but unremarkable. the behavior persisted across several attempts.",neutral,neutral,0.9921825528144836,True,smartphone,washing_machine,0.9965349435806274,False,standard,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13133,"i did not pay much attention to the wireless connection at first, but after taking it on a trip it has been a pleasant surprise. this was different from my first impression. the video input tells a different story because it does the job.",positive,negative,0.9394472241401672,False,television,television,0.9994696974754333,True,informal,0,0,0,0,long,1,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13134,"From a practical reliability standpoint, my main impression of this work phone comes from the netowrk reception: it has not changed my opinion much after changing a few settings. a secodn check gave me the same result. my opinion is still basically in the middle. 😬",neutral,negative,0.9999368190765381,False,smartphone,smartphone,0.999686598777771,True,technical,0,1,1,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13135,"From a practical reliability standpoint, after coming back to it after a few days, the vibration feels depenadble in daily use.",positive,negative,0.7101073265075684,False,washing_machine,refrigerator,0.5294269919395447,False,technical,0,0,1,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13136,"Outside my normal routine, the picture quality has been a pleasant surprise. I noticed the change only in the new situation. I plan to keep useing it. pretty solid ngl.",positive,positive,0.9952439665794373,True,television,washing_machine,0.5670855045318604,False,advanced,0,0,1,1,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13137,"after changing a few settings, the battery life has become increasingly unreliable. i tried the same thing again later and got a similar result. i am already looking at alternatives.",negative,negative,0.9999890327453613,True,smartphone,smartphone,0.9996341466903687,True,informal,0,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13138,"After changing a few settings, I noticed that the network reception on this work phone continues to work without drama. I repeated the check before writing this. I have stopped worrying about this part of the product.",positive,positive,0.9988901019096375,True,smartphone,smartphone,0.9995673298835754,True,advanced,0,0,0,0,long,0,1,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13139,"The wash drum is what stood out after taking it on a trip; it keeps getting in the way. I noticed the change only in the new situation. I am considering a replacement. On the other hand, the door latch has been a pleasant surprise, which makes the overall picture more mixed.",negative,negative,0.9999814033508301,True,washing_machine,washing_machine,0.9996336698532104,True,standard,0,0,0,0,long,1,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13140,my main impression of this mobile comes from the apps: it basically average when someone else in the house used it. someone else in the house noticed it too. there is not much else to say. for real.,neutral,neutral,0.9999276399612427,True,smartphone,television,0.9996341466903687,False,limited,0,0,0,1,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13141,"i have been using this new after a few weeks of mixed use, and the door warning works well even outside my usual routine. a second check gave me the same result. overall i am happy with it.",positive,positive,0.9994716048240662,True,refrigerator,washing_machine,0.782987654209137,False,limited,0,0,0,0,long,0,1,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13142,"Under a representative operating profile, lowkey, i have been using this wash unit after coming back to it after a few days, and the rinse program feels dependable in daily use. this was different from my first impression. The door latch tells a different story because it is difficult to trust.",positive,negative,0.9998427629470825,False,washing_machine,washing_machine,0.623322606086731,True,technical,0,0,0,1,long,1,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13143,"Across repeated observations, outside my normal routine, I noticed that the soap tray on this front-loading washer keeps getting in the way. the difference became clearer after a few more days.",negative,negative,0.9997856020927429,True,washing_machine,washing_machine,0.855607271194458,True,technical,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13144,"Under a representative operating profile, i did not pay much attention to the streaming menu at first, but after a few weeks of mixed use it has not changed my opinion much. the difference became clearer after a few more days. There is no major crap to complain about here.",neutral,neutral,0.9998899698257446,True,television,television,0.9996318817138672,True,technical,1,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13145,"when someone else in the house used it, the cooling motor has been a disappointment. this was different from my first impression. this is damn annoying.",negative,negative,0.9989363551139832,True,refrigerator,refrigerator,0.9954108595848083,True,informal,1,0,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13146,My main impression of this work phone comes from the rear camera: it has stayed dependable after coming back to it after a few days. I noticed the change only in the new situation. I would buy it again.,positive,negative,0.9999305009841919,False,smartphone,smartphone,0.9995748400688171,True,standard,0,0,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13147,"From a practical reliability standpoint, my main impression of this TV set comes from the video input: it holds up better than expetced when someone else in the house used it. someone else in the house noticed it too.",positive,positive,0.9984844326972961,True,television,television,0.9996762275695801,True,technical,0,0,1,0,long,0,1,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13148,"i have been using this screen unit after coming back to it after a few days, and the interface has turned into a recurring problem. a second check gave me the same result. i would hesitate to buy it again.",negative,negative,0.9994423985481262,True,television,television,0.9996474981307983,True,informal,0,0,0,0,long,0,1,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13149,"From a practical reliability standpoint, when someone else in the house used it, the inside lighting has turned into a recurring problem.",negative,negative,0.8994851112365723,True,refrigerator,refrigerator,0.8895630240440369,True,technical,0,0,0,0,medium,0,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13150,"i have been useing this cell phone when someone else in the house used it, and the usb port has stayed dependable. i tried the same thing gaain later and got a similar result. it has earned my confidence. lol.",positive,negative,0.9874908328056335,False,smartphone,smartphone,0.9996676445007324,True,informal,0,0,1,1,long,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13151,"Across repeated observations, my main impression of this wash unit comes from the fill valve: it has been a disappointment after using it for work and at home. someone else in the house noticed it too. I am considering a replacement. The damn thing keeps getting in the way.",negative,negative,0.999983549118042,True,washing_machine,refrigerator,0.9954575300216675,False,technical,1,0,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13152,my main impression of this food cooler comes from the shelf layout: it has stayed dependable after using it for work and at home. the difference became clearer after a few more days. i have stopped worrying about this part of the product.,positive,positive,0.9970920085906982,True,refrigerator,refrigerator,0.99626225233078,True,limited,0,0,0,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13153,the compressor fan is what stood out after a few weeks of use; it breaks down conditions change.,negative,negative,0.6278489828109741,True,refrigerator,refrigerator,0.9982479810714722,True,limited,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13154,"Under ordinary operating conditions, i did not pay much attention to the streaming menu at first, but after a few weeks of mixed use it does the job. I repeated the check before writing this. I would neither recommend it nor warn people away.",neutral,neutral,0.999922513961792,True,television,television,0.99965500831604,True,technical,0,0,0,0,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13155,the panel lighting is what stood out during a heavier-than-usual day; it not changed my opinion much.,neutral,neutral,0.5402306914329529,True,television,washing_machine,0.9993975162506104,False,limited,0,0,0,0,medium,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13156,"tbh, after taking it on a trip, i noticed that the call quality on this daily driver does the job. someone else in the house noticed it too. 🤷",neutral,neutral,0.9893115162849426,True,smartphone,refrigerator,0.9925863146781921,False,informal,0,1,0,1,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13157,"fr, after changing a few settings, the vibration still performs consistently. the difference became clearer after a few more days. the door latch tells a different story because it has become increasingly unreliable.",positive,positive,0.9996778964996338,True,washing_machine,washing_machine,0.9427466988563538,True,informal,0,0,0,1,medium,1,1,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13158,"From a practical reliability standpoint, i have been using this kitchen fridge atfer coming back to it after a few days, and the cooling motor holds up better than expected. I repeated the check before writing this.",positive,positive,0.9981854557991028,True,refrigerator,refrigerator,0.9977388381958008,True,technical,0,0,1,0,long,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13159,"Under a representative operating profile, during a heavier-than-usual day, the fill valve feels ordinary after more use. 👍",neutral,neutral,0.7816792726516724,True,washing_machine,smartphone,0.4670713543891907,False,technical,0,1,0,0,medium,0,0,context_component,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13160,The USB port is what stood out after coming back to it after a few days; it has stayed dependable. this was different from my first impression. on balance I am happy with it.,positive,negative,0.9904183745384216,False,smartphone,smartphone,0.9996172189712524,True,advanced,0,0,0,0,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13161,"I have been using this laundry unit after taking it on a trip, and the drainage motor breaks down when conditions change. I am considering a replacement.",negative,negative,0.98189777135849,True,washing_machine,washing_machine,0.5358221530914307,True,standard,0,0,0,0,medium,0,0,using,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13162,"After using it for work and at home, I noticed that the drainage motor on this clothes washer does the job. I do not feel strongly either way.",neutral,neutral,0.9998632669448853,True,washing_machine,washing_machine,0.7870339751243591,True,advanced,0,0,0,0,medium,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13163,the streaming is what stood out during a heavier-than-usual day; it has become increasingly unreliable. 🙂,negative,negative,0.9952638149261475,True,television,television,0.9996376037597656,True,limited,0,1,0,0,medium,0,1,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13164,"outside my normal routine, i noticed that the cooling motor on this kitchen fridge works well even outside my usual routine. no bullshit, this has been one of the better parts of the product.",positive,positive,0.9998733997344971,True,refrigerator,refrigerator,0.9960809350013733,True,informal,1,0,0,0,long,0,1,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13165,"after coming back to it after a few days, i noticed that the sports motion on this tv set has not changed my opinion much. i noticed the change only in the new situation.",neutral,negative,0.6869273781776428,False,television,television,0.9996289014816284,True,informal,0,0,0,0,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13166,"After a few weeks of mixed use, I noticed that the spin program on this wash unit has been a disappointment. I noticed the change only in the new situation. I would hesitate to buy it again. kinda wild.",negative,negative,0.9995738863945007,True,washing_machine,washing_machine,0.9818003177642822,True,advanced,0,0,0,1,long,0,0,noticed,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13167,"Under ordinary operating conditions, real talk, i did not pay much attention to the network reception at first, but after coming back to it after a few days it has not given me trouble. someone else in the house noticed it too.",positive,negative,0.9998261332511902,False,smartphone,smartphone,0.999636173248291,True,technical,0,0,0,1,long,0,1,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13168,"Under a representative operating profile, the earpiece is what stood out after coming back to it after a few days; it has not changed my opinion much. Honestly, the damn thing is just average.",neutral,neutral,0.9918459057807922,True,smartphone,refrigerator,0.9376312494277954,False,technical,1,0,0,0,long,0,0,stood_out,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13169,my main impression of this daily driver comes from the usb port: it has been a pleasatn surprise when someone else in the house used it. someone else in the house noticed it too.,positive,negative,0.9980965256690979,False,smartphone,smartphone,0.9996392726898193,True,informal,0,0,1,0,long,0,0,main_impression,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13170,"i did not pay much attention to the touch panel at first, but after using it for work and at home it works well even outside my usual routine. the behavior persisted across several attempts. i would buy it again.",positive,positive,0.987225353717804,True,smartphone,washing_machine,0.9995154142379761,False,informal,0,0,0,0,long,0,0,attention,,,,
prediction_record,20260818T204035Z_github-32183473018,0,incoming,,,,,,,,,13171,"After changing a few settings, the door warning continues to work without drama. I tried the same thing again later and got a similar result. I have stopped worrying about this part of the product.",positive,positive,0.9923602938652039,True,refrigerator,refrigerator,0.6082006692886353,True,advanced,0,0,0,0,long,0,1,context_component,,,,
